DEPTH,GR ,PEFZ,RT_HRLT ,RHOZ,TNPH,DTCO,DTSM_fast,DTSM_slow
ft,GAPI,PE,ohms,g/cc,V/V,ft/s,ft/s,ft/s
10720.5,57.079,5.1609,1.839375275,2.7076,0.1039,67.8686,109.2936,109.7488
10721,66.8953,5.0218,1.82478862,2.7964,0.1228,71.4301,114.2753,114.7624
10721.5,81.9323,4.9385,1.85307217,2.7874,0.1446,74.6953,118.9382,119.5776
10722,96.1191,4.9232,1.841120981,2.6812,0.1447,73.5825,122.0794,122.4941
10722.5,96.8499,4.9943,1.958150079,2.6016,0.1316,70.1102,121.7352,122.1209
10723,87.0995,5.155,2.049639317,2.62,0.1089,66.0249,119.7288,120.0097
10723.5,68.0532,5.2675,2.043648307,2.6522,0.0843,61.0551,115.328,115.6509
10724,52.0121,5.2898,1.949695369,2.7382,0.0618,60.7413,110.6581,110.7591
10724.5,53.6063,5.1312,1.599376245,2.7472,0.0617,62.0809,109.3807,109.5333
10725,66.3217,4.9705,1.205552959,2.7073,0.0794,65.4202,111.1688,111.6113
10725.5,82.8619,4.84,1.355380058,2.6098,0.1064,69.8774,114.3915,114.8924
10726,88.6243,4.8109,1.421904868,2.591,0.1261,71.0933,117.0771,117.2936
10726.5,83.7509,4.7893,1.22538631,2.5898,0.1295,70.5826,118.0982,118.1211
10727,79.6839,4.7796,1.455601853,2.5912,0.1237,69.2125,117.0645,117.4074
10727.5,72.6989,4.7911,1.724132857,2.5927,0.1148,68.4303,115.1057,116.0682
10728,68.8814,4.8448,1.984445532,2.5919,0.1095,67.8366,113.7862,115.165
10728.5,65.1599,4.9564,2.219446725,2.5933,0.1039,67.6019,112.8369,113.9104
10729,66.2707,5.1396,2.234393001,2.6007,0.0985,65.9183,111.4314,111.6718
10729.5,63.6351,5.3158,2.053396169,2.6279,0.0745,61.7732,108.9181,109.075
10730,54.9604,5.4082,1.886327411,2.6481,0.0555,57.9526,105.2816,105.7798
10730.5,46.0076,5.3644,1.734402384,2.6454,0.0463,59.3278,104.8131,105.9264
10731,51.6583,5.1682,1.721399613,2.6113,0.0592,61.6983,110.3397,112.2525
10731.5,70.0664,4.8141,1.697627089,2.5861,0.092,69.3785,116.6638,118.6633
10732,89.9084,4.4104,1.440786487,2.5735,0.1401,75.53,122.5869,124.3866
10732.5,103.8515,4.1111,1.298669499,2.5671,0.1729,76.3619,126.4625,127.8002
10733,112.3923,4.0419,1.577594846,2.5463,0.1761,78.4367,127.9191,128.735
10733.5,119.7353,4.0589,1.769887101,2.54,0.1863,78.655,128.4011,128.814
10734,124.007,4.0739,1.900987917,2.5455,0.1878,79.2859,128.2289,128.2598
10734.5,123.7925,4.063,1.890452374,2.5558,0.1776,78.4573,127.1383,127.3602
10735,124.5877,4.0397,1.860012193,2.5577,0.1637,77.3058,126.1191,126.3635
10735.5,127.1938,4.0194,1.881766679,2.5528,0.165,76.797,125.6345,125.6737
10736,131.971,3.9658,1.903929697,2.549,0.1656,76.6376,125.5236,125.8652
10736.5,130.4469,3.9443,2.037635626,2.537,0.1658,76.369,125.3447,126.0926
10737,136.4377,4.0411,1.980057484,2.5288,0.1698,77.8941,124.2021,124.852
10737.5,135.2974,4.2886,1.846727925,2.5483,0.162,77.0855,121.1747,121.1803
10738,123.9027,4.7109,2.062509784,2.5941,0.126,72.9589,115.7144,115.9478
10738.5,96.7277,5.1251,2.266149347,2.6456,0.0917,66.8025,109.8602,110.2974
10739,69.1582,5.368,2.479344642,2.6634,0.069,63.2908,103.5649,105.2397
10739.5,54.8597,5.2385,2.634669687,2.6456,0.0612,63.104,102.1017,103.817
10740,46.3719,4.8701,2.658176683,2.604,0.0629,63.1882,102.6061,103.6551
10740.5,44.4803,4.4505,2.546688226,2.6804,0.0692,63.6061,102.8225,103.5437
10741,43.9896,4.2267,2.432988681,2.7732,0.0726,63.8131,103.1021,103.5351
10741.5,44.587,4.1497,2.244775964,2.7875,0.0744,64.9746,103.7071,104.1137
10742,48.28,4.2584,2.176173478,2.6946,0.0771,64.7645,104.6694,105.0457
10742.5,49.3857,4.4301,2.12614505,2.5985,0.0788,63.8077,105.368,105.6983
10743,47.9249,4.5814,2.001747122,2.6013,0.0778,63.7443,105.7315,105.8012
10743.5,46.7296,4.6264,2.091433044,2.6099,0.079,63.3656,105.4566,105.8218
10744,44.7962,4.6308,2.230190567,2.6221,0.074,62.5767,105.1493,105.7205
10744.5,44.007,4.654,2.208594515,2.627,0.0706,62.6071,105.1734,105.7103
10745,45.3838,4.633,2.191369681,2.6235,0.0733,62.3827,105.5495,106.021
10745.5,48.0947,4.5665,2.222782781,2.6123,0.0805,62.9072,105.8119,106.1449
10746,50.3803,4.5153,2.274786428,2.6052,0.0826,64.0522,105.2882,105.336
10746.5,49.1893,4.5544,2.41450623,2.6069,0.0773,63.3927,104.5788,104.7445
10747,44.3408,4.6424,2.373867503,2.6234,0.066,61.372,103.5269,104.1631
10747.5,38.8779,4.6771,2.258401876,2.6358,0.0599,59.6781,103.0318,103.776
10748,39.5624,4.5885,2.136749413,2.6162,0.0638,60.8527,104.6595,104.9125
10748.5,53.5311,4.4138,2.18905243,2.5787,0.0895,65.4969,108.2042,108.517
10749,72.1621,4.2884,2.280029009,2.5456,0.1169,71.0455,112.226,112.9433
10749.5,84.4629,4.268,2.193959812,2.5373,0.1462,73.8205,117.1679,118.024
10750,88.8276,4.2878,1.987189262,2.5307,0.1496,75.8569,122.2511,123.0501
10750.5,105.3793,4.249,1.823672681,2.5211,0.1612,79.2057,126.0791,126.7441
10751,126.5902,4.1774,1.69120734,2.5175,0.1741,78.9916,128.6922,129.0497
10751.5,135.7623,4.1576,1.636400627,2.5369,0.1731,78.0731,129.8353,130.2145
10752,130.5973,4.1525,1.642684481,2.552,0.1611,78.9208,128.7664,128.8534
10752.5,122.2281,4.1284,1.463616803,2.559,0.1633,77.3512,126.0769,127.1944
10753,120.9318,4.0175,1.162364238,2.555,0.1585,77.9115,124.6476,125.8494
10753.5,111.0516,3.9226,1.372282003,2.5622,0.1402,75.2308,121.074,122.7122
10754,94.1404,3.8664,1.645452237,2.5707,0.1165,70.4842,116.7429,118.8516
10754.5,80.5928,3.8331,1.897123072,2.5719,0.1098,68.1826,113.2782,115.3781
10755,80.8477,3.7852,2.029824748,2.5648,0.1186,68.6219,112.2421,114.0577
10755.5,89.2865,3.7427,1.96383909,2.555,0.1348,72.4619,114.5527,116.1034
10756,103.9977,3.8258,1.840146949,2.5485,0.15,75.5134,118.0157,119.3935
10756.5,109.3499,4.1157,1.860081068,2.5572,0.1502,77.0718,120.0378,121.4641
10757,105.608,4.5812,2.022276156,2.5712,0.1395,71.8748,119.833,121.1662
10757.5,87.0287,5.0007,2.068297576,2.5681,0.1192,67.5462,117.0414,117.7626
10758,73.7311,5.0614,1.999407914,2.5465,0.1192,66.2683,114.0577,114.2045
10758.5,74.9677,4.798,1.916291676,2.5282,0.1321,68.5733,113.1411,113.3511
10759,88.7729,4.4883,1.92672018,2.5242,0.1468,73.6974,114.8131,115.0888
10759.5,96.1589,4.3606,1.907479026,2.5306,0.1449,74.5398,117.9485,117.9971
10760,94.0995,4.3739,1.825487849,2.5347,0.1369,73.8309,119.717,119.9008
10760.5,86.3045,4.3641,1.820817313,2.5448,0.1331,71.7938,119.5189,119.5772
10761,80.1693,4.3765,1.877850015,2.5491,0.1287,71.1663,117.8833,118.029
10761.5,76.8368,4.4412,1.941249187,2.5511,0.126,70.8601,116.6296,116.7672
10762,76.5555,4.583,2.00656487,2.5468,0.1286,71.5428,116.4675,116.9439
10762.5,80.1254,4.6521,2.018470811,2.5486,0.1388,72.3804,117.0171,117.4659
10763,80.2118,4.6086,1.982058603,2.5472,0.1407,71.6742,116.9815,117.131
10763.5,78.9202,4.4802,1.993932277,2.5538,0.1302,69.6822,115.6713,115.8365
10764,74.1384,4.437,2.067721995,2.562,0.1092,68.0654,113.4159,113.4861
10764.5,67.2519,4.4577,2.11493475,2.5753,0.0982,66.6715,110.9827,111.0316
10765,60.8916,4.5385,2.101374122,2.5803,0.0886,67.271,109.4046,110.2828
10765.5,60.0082,4.6046,2.050402959,2.5783,0.0917,64.806,109.1086,110.1278
10766,58.9747,4.6771,1.920406726,2.5692,0.0905,65.0108,110.0684,110.3611
10766.5,57.1342,4.6499,1.803333775,2.5583,0.0909,66.8386,112.1205,112.2178
10767,61.756,4.5102,1.728024893,2.5454,0.1021,71.1236,115.047,115.2383
10767.5,75.5414,4.3356,1.842789035,2.5261,0.125,76.8736,119.3015,119.4331
10768,97.4389,4.1684,1.891870661,2.5125,0.1582,78.8369,123.9223,124.0891
10768.5,109.5914,3.9985,1.841703703,2.5144,0.1702,81.3494,127.2448,127.587
10769,120.3505,3.8321,1.780202998,2.5291,0.1735,80.3845,128.6744,129.2682
10769.5,119.8081,3.7927,1.73411762,2.5389,0.1721,78.9951,128.4072,129.2751
10770,120.0808,3.9008,1.69073675,2.5371,0.1656,77.7959,127.3361,128.3768
10770.5,118.109,4.0767,1.571484524,2.5329,0.1654,77.8554,126.6881,127.7726
10771,121.9787,4.2385,1.297943161,2.5352,0.1661,78.1162,126.017,127.074
10771.5,120.9519,4.3457,1.50337743,2.5543,0.1485,75.3296,124.7115,125.6053
10772,111.1531,4.4051,1.790625568,2.578,0.1279,71.4335,120.3804,121.2862
10772.5,94.299,4.4641,1.989879539,2.6898,0.1104,68.1731,116.2189,117.5032
10773,80.1245,4.5934,2.265860529,2.8113,0.1014,65.9688,111.9308,113.225
10773.5,71.0765,4.8123,2.654459367,2.8336,0.0812,62.4599,108.4502,109.3489
10774,59.2418,4.9525,2.413082563,2.7666,0.0617,58.7311,105.8308,106.5575
10774.5,52.4727,4.7861,2.10051563,2.6565,0.0637,60.1646,105.4083,106.0846
10775,59.4129,4.3438,1.843699223,2.6041,0.0937,67.4126,107.5402,108.2298
10775.5,89.0959,3.7936,1.691046553,2.5401,0.1426,73.1545,111.9285,112.8345
10776,110.8134,3.4466,1.554233717,2.5005,0.1548,76.6566,117.571,118.507
10776.5,118.2924,3.329,1.541910704,2.5012,0.1505,77.0278,123.4354,123.7192
10777,117.9518,3.4114,1.581077921,2.5135,0.1573,77.4477,123.5277,123.7682
10777.5,123.1325,3.5886,1.571773214,2.5304,0.1546,75.9788,122.1344,122.4451
10778,117.818,3.8351,1.712151577,2.5541,0.1371,74.3675,119.0935,119.642
10778.5,102.673,4.0684,1.982196039,2.5928,0.1131,69.2067,114.9953,116.3572
10779,80.7166,4.2362,2.015119486,2.6207,0.0982,66.333,113.3591,114.6626
10779.5,79.1874,4.0741,1.848412798,2.6982,0.1027,68.8322,113.4868,113.8212
10780,89.9701,3.745,1.794051372,2.7612,0.1257,71.2182,115.6297,115.7054
10780.5,107.7353,3.4104,1.750771669,2.7372,0.1522,75.7577,120.1016,120.2405
10781,120.5509,3.4291,1.824923955,2.6353,0.1639,77.7898,122.1106,122.2656
10781.5,122.5415,3.6664,1.811180544,2.5332,0.1646,77.9798,123.2362,123.3848
10782,119.6782,4.0121,1.822466685,2.5267,0.1562,76.2473,122.3685,122.7187
10782.5,107.0542,4.2492,1.960474726,2.5546,0.1359,72.5206,118.5516,119.1772
10783,90.9754,4.3308,1.947526012,2.584,0.1111,69.2023,116.1653,117.2455
10783.5,78.2564,4.2105,1.928778303,2.5967,0.1077,68.5718,114.9538,116.674
10784,78.5124,4.0083,1.95614095,2.583,0.1297,71.9474,116.5086,118.508
10784.5,87.2236,3.8356,1.865378743,2.6006,0.1576,75.8232,119.0932,120.225
10785,95.5885,3.8543,1.877756165,2.7362,0.1586,79.4364,120.5512,120.8526
10785.5,94.8694,4.0335,1.995163532,2.7956,0.1358,76.4655,119.1164,119.3506
10786,82.7219,4.2958,1.909590739,2.7945,0.1069,69.5183,116.2252,116.7539
10786.5,66.2798,4.3878,1.708873911,2.6756,0.1067,67.2736,113.8788,114.7885
10787,65.9536,4.3024,1.633112997,2.6418,0.117,70.364,113.1034,114.7172
10787.5,78.6214,4.1715,1.725073583,2.7076,0.138,72.9817,113.8318,115.4116
10788,89.6478,4.2488,1.774356722,2.7844,0.1062,68.5167,111.8208,112.8404
10788.5,78.409,4.522,1.868940645,2.7873,0.0783,55.8441,109.1458,109.3205
10789,59.2237,4.7944,2.053681425,2.7181,0.0643,54.9386,105.9164,107.0345
10789.5,50.8407,4.8524,1.996969498,2.6443,0.0697,55.4549,104.616,105.7709
10790,59.1709,4.6567,1.801216093,2.6425,0.084,61.7648,107.1581,107.6784
10790.5,73.1805,4.3721,1.578468896,2.6362,0.103,66.2518,108.6756,108.825
10791,81.2612,4.1484,1.447133059,2.6254,0.1125,64.9602,110.1754,110.5143
10791.5,80.8706,4.063,1.322036232,2.6171,0.105,66.7018,110.728,111.4342
10792,78.3003,4.0714,1.430314239,2.6029,0.1064,66.1827,111.3175,112.1766
10792.5,78.2588,4.0653,1.469311015,2.5954,0.1106,67.2205,112.6115,113.5436
10793,77.9003,4.0308,1.234026527,2.5893,0.1187,70.0049,113.4142,114.3121
10793.5,81.468,3.995,1.059384665,2.6023,0.1204,70.3447,113.8735,114.579
10794,83.3685,4.1222,1.35469626,2.6069,0.1126,70.1403,112.7142,113.0931
10794.5,82.1297,4.3319,1.637501737,2.7171,0.0972,66.5229,110.9395,111.0418
10795,69.9343,4.521,1.821399863,2.8305,0.0867,63.9364,110.9151,110.9282
10795.5,63.4224,4.5184,1.809301485,2.8267,0.0955,64.8594,111.9104,112.0727
10796,68.4965,4.4389,1.672558889,2.7164,0.1125,68.3953,113.2177,113.3393
10796.5,84.1599,4.3701,1.617168047,2.5834,0.1278,70.0607,115.2505,115.5084
10797,90.3189,4.3594,1.713972032,2.6487,0.119,71.0592,115.9073,116.9052
10797.5,90.182,4.385,1.572611528,2.7497,0.1086,71.0264,115.4469,116.8502
10798,83.8139,4.4221,1.249027542,2.7725,0.0993,70.8738,114.5353,115.5051
10798.5,75.211,4.518,1.345138187,2.7113,0.0875,67.7824,113.3637,113.9137
10799,70.1092,4.5508,1.453054931,2.6142,0.0804,66.9964,112.1845,113.0009
10799.5,67.9051,4.5124,1.493386941,2.6058,0.0842,66.9786,111.7114,112.9533
10800,66.6189,4.4464,1.640765275,2.6043,0.0906,67.7291,112.5295,113.7457
10800.5,66.3669,4.4451,1.455551803,2.6017,0.1005,69.1933,113.9815,114.7896
10801,68.9533,4.529,1.181967001,2.5867,0.1084,69.9545,115.2213,115.9253
10801.5,73.5514,4.5955,1.267183466,2.5763,0.1102,70.5163,116.0932,116.9542
10802,80.5426,4.6018,1.172321775,2.5839,0.111,68.7455,115.8954,116.5905
10802.5,81.8826,4.6407,1.454257632,2.6111,0.1048,65.7546,115.1925,115.3432
10803,77.1881,4.6761,1.69549446,2.6319,0.1011,64.8097,114.1404,114.6473
10803.5,70.7078,4.7266,1.822802575,2.6278,0.1045,65.6127,113.2027,114.1557
10804,69.3693,4.7045,1.790590541,2.6085,0.1106,68.507,113.2757,114.3864
10804.5,73.3112,4.6941,1.816518762,2.5971,0.119,70.5943,113.8246,114.7414
10805,74.1705,4.7554,1.860983996,2.5978,0.1168,69.9026,114.5971,115.0406
10805.5,74.8988,4.9509,1.743361421,2.599,0.1035,69.4696,115.5861,115.6127
10806,79.3562,5.3229,1.570946693,2.5972,0.1052,68.9404,115.507,115.925
10806.5,86.2204,5.6903,1.629578798,2.6073,0.1143,67.4081,114.5128,115.48
10807,85.8983,5.7738,1.662375579,2.6347,0.1045,65.2231,112.8709,113.8132
10807.5,77.1076,5.5094,1.518821522,2.6572,0.0906,63.4839,111.8616,112.2319
10808,70.4031,5.0997,1.232798982,2.6383,0.0834,64.1715,112.4391,112.4799
10808.5,72.9598,4.7296,1.077518338,2.6393,0.0971,66.6248,113.7611,113.7646
10809,80.5854,4.5288,1.130284546,2.7509,0.1051,68.8271,115.1717,115.3855
10809.5,84.6243,4.3832,1.193226479,2.7992,0.1123,69.1632,116.0659,116.6473
10810,85.2131,4.3608,1.246952088,2.7812,0.1124,69.9877,116.5846,117.147
10810.5,86.212,4.3074,1.229768846,2.6408,0.1213,71.7341,117.3741,117.6405
10811,89.9448,4.1641,1.268966931,2.5837,0.1304,72.8361,118.6081,118.7376
10811.5,94.2616,3.9853,1.370081912,2.5637,0.1375,73.4067,119.4226,119.6603
10812,96.1212,3.9536,1.4864122,2.576,0.1356,72.3519,118.4139,118.8898
10812.5,92.5613,4.3536,1.516703771,2.5975,0.1154,69.3041,115.3306,115.9671
10813,80.7454,4.8959,1.825058532,2.6316,0.0963,64.9572,111.0191,111.6167
10813.5,64.0399,5.3321,2.006017825,2.6548,0.0682,60.6445,106.8884,107.3221
10814,51.0022,5.5153,2.053529798,2.6714,0.0555,58.1859,103.8033,104.1197
10814.5,46.2356,5.6345,2.022905709,2.6712,0.0452,57.6561,102.5308,102.7951
10815,45.8814,5.7646,2.126821118,2.6688,0.0378,57.2331,101.1221,101.5129
10815.5,43.5836,5.8187,2.116110744,2.6767,0.0312,56.2925,100.3413,100.9323
10816,38.204,5.8025,2.070645085,2.6884,0.0292,55.0079,99.9872,100.6482
10816.5,36.3366,5.6697,2.039853347,2.6925,0.0357,56.3579,100.1212,100.5663
10817,39.768,5.4724,1.971616423,2.6852,0.0437,58.8424,101.2764,101.3273
10817.5,44.0721,5.2577,1.932251335,2.6644,0.0556,61.1188,102.3807,102.6734
10818,50.0769,5.1195,1.960919016,2.6412,0.0633,62.6545,103.6505,104.2126
10818.5,56.0147,5.0929,1.911761631,2.6212,0.067,64.3686,104.954,106.0174
10819,54.1616,5.1574,1.946079909,2.6155,0.0717,61.8085,105.5678,106.1878
10819.5,50.5632,5.2535,2.064267382,2.6242,0.0706,59.9679,105.2875,105.3849
10820,44.5887,5.3526,1.901944764,2.6454,0.0639,60.3442,105.5329,105.7165
10820.5,48.9729,5.3534,1.750808363,2.6566,0.0632,61.6212,106.1486,106.2042
10821,55.5343,5.2973,1.840250668,2.6556,0.0678,62.8109,106.9835,106.993
10821.5,58.2908,5.2464,1.986690912,2.6408,0.0709,62.2532,107.7412,107.7675
10822,54.4701,5.2544,2.027157089,2.6263,0.0641,61.7084,107.6639,107.7266
10822.5,55.5642,5.2983,1.963157927,2.6176,0.0662,62.3724,107.5154,107.6848
10823,56.6411,5.3003,2.004157085,2.6195,0.0715,61.749,107.0768,107.0853
10823.5,58.2688,5.2895,2.058011653,2.6287,0.066,61.6148,106.7565,106.9397
10824,54.5647,5.2691,1.975248861,2.6366,0.0652,61.2171,107.1985,107.3801
10824.5,52.2306,5.2954,1.876587642,2.635,0.0659,61.7059,107.2544,107.3223
10825,51.2706,5.3682,1.785066046,2.6329,0.0706,63.5111,108.0953,108.216
10825.5,53.5819,5.4625,1.7062011,2.6314,0.0716,62.6066,109.2582,109.3696
10826,53.4039,5.5076,1.798650991,2.6339,0.0699,62.8756,109.2206,109.2623
10826.5,55.1676,5.5104,1.811610257,2.6374,0.0639,62.2841,109.27,109.7828
10827,49.1685,5.5102,1.955960842,2.6527,0.0474,59.175,107.7122,107.9018
10827.5,43.0701,5.556,2.183197218,2.6679,0.0386,57.7001,105.4635,105.5376
10828,36.869,5.6088,2.271197351,2.6815,0.0335,56.3575,103.4387,103.5372
10828.5,35.3371,5.6712,2.313949433,2.6809,0.0363,56.0157,101.6923,101.713
10829,35.9319,5.7566,2.320871721,2.6807,0.0357,55.5209,101.1243,101.1666
10829.5,35.5646,5.8705,2.235542082,2.6821,0.0368,56.9499,101.4039,101.6604
10830,38.4677,5.9839,2.138116306,2.6788,0.0395,57.8075,102.2567,102.7179
10830.5,42.0565,6.0736,2.152282533,2.6741,0.0455,59.0447,103.3121,103.7175
10831,45.9004,6.1304,2.233773081,2.6706,0.0451,59.5166,104.0786,104.1772
10831.5,42.7596,6.1812,2.285709623,2.6708,0.0392,57.4489,103.5678,103.7489
10832,39.7301,6.216,2.257870246,2.6761,0.0296,55.9638,102.1642,102.394
10832.5,32.842,6.2571,2.215035796,2.6854,0.0229,53.4832,100.6988,100.8465
10833,31.2319,6.2184,2.108759804,2.6932,0.0229,52.9901,99.6003,99.686
10833.5,31.7149,6.1329,2.049300996,2.6855,0.0289,53.8486,99.3354,99.4671
10834,36.3092,6.0053,1.954421691,2.6719,0.0324,55.8252,99.737,99.9508
10834.5,40.8536,5.9845,1.756364342,2.6696,0.0355,56.0346,100.459,100.5934
10835,41.8048,6.0042,1.657808997,2.6757,0.0357,55.7962,101.2652,101.2939
10835.5,44.0591,6.0603,1.83453775,2.6784,0.0354,56.2673,101.497,101.6054
10836,43.0832,6.0787,1.995188782,2.6669,0.0343,56.8711,101.2146,101.3366
10836.5,45.6651,6.0776,2.23572535,2.6681,0.0332,57.8449,101.0674,101.1253
10837,45.5798,6.0121,2.372868939,2.673,0.0324,56.5885,100.7621,100.8226
10837.5,44.5209,5.9353,2.455402532,2.6845,0.0268,55.3027,100.2716,100.3748
10838,43.3593,5.8996,2.545158738,2.6865,0.0222,54.5782,99.8611,100.0034
10838.5,42.5198,5.9241,2.531674816,2.6883,0.0182,53.5685,99.0798,99.267
10839,42.8785,6.005,2.622157737,2.6948,0.0171,53.1196,98.2028,98.2168
10839.5,39.3451,6.0713,2.738537983,2.6983,0.014,52.374,97.3356,97.6391
10840,37.7866,6.1524,2.821411198,2.7003,0.0114,52.3623,97.0548,97.3117
10840.5,36.5687,6.1884,2.840918131,2.6977,0.012,52.1766,97.3532,97.5357
10841,39.0429,6.2081,2.800946877,2.6985,0.0149,52.5358,97.644,98.1716
10841.5,41.7131,6.206,2.73486117,2.6994,0.0173,53.1949,97.7804,98.2936
10842,42.7913,6.2125,2.664973962,2.697,0.019,53.1924,97.5911,97.8277
10842.5,39.7014,6.2382,2.673124074,2.6868,0.0178,53.2167,97.2523,97.4657
10843,36.8941,6.3948,2.63765381,2.6868,0.0175,53.0699,97.107,97.3402
10843.5,35.1709,6.6313,2.620407586,2.6935,0.0171,53.1229,97.1509,97.1928
10844,37.6266,6.8911,2.592846232,2.7037,0.0176,52.8804,96.9491,97.0336
10844.5,36.512,7.0474,2.503535477,2.6983,0.018,52.5654,96.5637,96.6651
10845,36.6625,7.1957,2.333572809,2.6936,0.02,52.7864,96.3002,96.5033
10845.5,37.5339,7.3343,2.347354999,2.6982,0.0217,52.1868,95.9843,96.5754
10846,34.1543,7.337,2.553383058,2.7087,0.0237,51.5655,95.8025,96.3145
10846.5,32.0877,7.1132,2.551627949,2.7085,0.0227,51.4234,96.4722,96.5992
10847,29.4681,6.6859,2.458658997,2.6941,0.0231,52.6073,97.7173,97.9844
10847.5,32.6449,6.1832,2.248029451,2.6517,0.0279,54.724,99.2748,99.7761
10848,36.4426,5.5608,2.044279027,2.6119,0.0387,57.6964,101.8742,102.2181
10848.5,42.5524,5.0457,1.854587847,2.5887,0.0598,58.9735,106.1715,106.1974
10849,52.5616,4.7556,1.760372642,2.5822,0.0866,66.2288,111.9769,112.1514
10849.5,66.7486,4.7928,1.721508069,2.5643,0.1077,74.6679,118.0222,118.2235
10850,75.4875,5.0762,1.706231852,2.547,0.1325,77.5385,123.864,124.082
10850.5,75.7926,5.3835,1.693523644,2.5473,0.125,76.3032,122.6067,123.52
10851,67.5467,5.6007,1.809024091,2.5711,0.1109,71.0887,119.3894,120.7886
10851.5,62.0365,5.599,2.009212011,2.5828,0.0954,68.728,117.9896,119.5154
10852,61.5468,5.6598,2.097169123,2.5902,0.0955,69.2226,115.8804,117.5107
10852.5,66.3915,5.8792,2.132028709,2.5841,0.0928,67.8813,115.0252,116.6838
10853,63.716,6.0369,2.13024851,2.5851,0.0914,69.0754,115.9654,117.5494
10853.5,68.0552,5.8617,1.924952076,2.5961,0.0966,71.0678,116.7715,117.7386
10854,69.0752,5.4707,1.700191779,2.6153,0.1088,70.7874,116.0763,116.6445
10854.5,70.9238,5.1373,1.77940816,2.6293,0.1088,69.6717,114.8045,115.538
10855,63.0056,5.0359,1.801861433,2.634,0.0897,64.6614,112.8038,113.6379
10855.5,55.2265,4.9859,1.720010542,2.6321,0.0779,64.6048,111.4684,112.3583
10856,61.2007,4.8692,1.458198045,2.6132,0.0839,67.4477,112.5974,113.2134
10856.5,73.0048,4.7305,1.262308675,2.5814,0.1027,72.1437,115.8482,115.8748
10857,84.867,4.8242,1.457125687,2.5542,0.128,73.1868,119.4067,119.9194
10857.5,83.4339,5.2853,1.736836471,2.5562,0.1358,72.5956,122.5049,123.119
10858,81.4791,5.6824,1.879625373,2.5688,0.1277,73.7411,124.7426,125.1202
10858.5,95.6422,5.6436,1.733840764,2.5621,0.1261,76.1294,126.6208,126.67
10859,111.5105,5.1462,1.457196169,2.534,0.1503,79.3396,128.8587,129.1716
10859.5,127.5194,4.6866,1.398432393,2.5115,0.1604,82.776,130.3513,130.7067
10860,122.5509,4.5788,1.57922002,2.5189,0.1709,79.0167,128.9785,129.2204
10860.5,107.5188,4.8242,1.8491236,2.5535,0.1435,73.846,125.3625,125.4524
10861,84.1957,5.1519,2.055799041,2.5853,0.1037,68.5484,120.1425,120.2331
10861.5,64.2256,5.327,2.1314435,2.5997,0.0817,66.1135,114.963,114.9682
10862,56.0785,5.3509,2.246896994,2.5966,0.0776,65.7794,110.832,111.0906
10862.5,52.6825,5.3674,2.38060175,2.6098,0.0771,62.9172,108.9317,109.298
10863,46.0204,5.467,2.488240113,2.6358,0.0635,60.3847,106.3394,106.5795
10863.5,42.556,5.5181,2.310252848,2.6557,0.0533,57.6653,105.1228,105.1577
10864,43.749,5.3439,2.00108828,2.6454,0.0522,61.8069,105.9885,106.4946
10864.5,57.8044,5.0427,1.709375129,2.6072,0.0649,66.4964,108.9628,109.9014
10865,74.5533,4.7316,1.512112474,2.5665,0.0982,72.5337,114.2798,115.1697
10865.5,94.4598,4.6243,1.607506385,2.5223,0.1293,77.6539,119.686,120.0831
10866,104.6354,4.6396,1.769078979,2.4944,0.1673,78.3643,123.618,123.7596
10866.5,105.5859,4.7672,1.795511301,2.4813,0.1772,78.9859,126.3576,126.4987
10867,101.6503,4.9794,1.685781584,2.4853,0.1726,78.694,127.1569,127.3614
10867.5,101.6583,5.2681,1.592457903,2.4981,0.1676,78.1007,126.634,126.7673
10868,98.435,5.5481,1.558044865,2.5165,0.1398,74.5618,124.4745,124.7102
10868.5,84.3859,5.6916,1.802177067,2.5504,0.1163,69.5659,119.4234,119.875
10869,58.652,5.6833,1.946857974,2.5849,0.0834,62.2098,113.5897,113.9264
10869.5,45.0504,5.5048,1.959804555,2.5971,0.0735,59.8463,108.0818,108.2448
10870,55.5892,5.1908,1.843560276,2.5818,0.0768,64.4756,110.2467,110.8634
10870.5,85.0491,4.8294,1.485764712,2.5461,0.0927,72.0215,116.2477,116.8195
10871,108.669,4.6827,1.413163753,2.5236,0.1312,77.1912,120.9594,121.1238
10871.5,104.7569,4.8646,1.396765131,2.5189,0.1339,75.7275,121.3002,121.681
10872,85.9737,5.2763,1.363209084,2.5405,0.1166,70.4073,117.2068,118.6163
10872.5,66.2891,5.7356,1.30668574,2.5737,0.0924,65.6531,111.8226,113.2643
10873,55.102,6.0968,1.604059866,2.5929,0.0758,61.724,108.1474,109.0643
10873.5,47.6807,6.2304,1.886140498,2.6052,0.0639,60.1506,106.4389,107.3146
10874,47.8251,6.0186,2.060617394,2.6068,0.0564,61.4291,107.9139,108.4345
10874.5,57.0458,5.5354,1.960938878,2.6009,0.0661,65.6323,113.3193,113.8708
10875,71.9166,5.0868,1.751622169,2.5807,0.0884,71.5552,118.5415,118.9522
10875.5,91.8337,4.7808,1.524724089,2.5531,0.1212,76.7444,123.7244,123.8025
10876,106.1454,4.5505,1.362012678,2.539,0.1586,77.8328,127.1527,127.6922
10876.5,114.1598,4.2668,1.32468466,2.5348,0.1703,81.6206,127.7709,128.3537
