DEPTH,GR ,PEFZ,RT_HRLT ,RHOZ,TNPH,DTCO,DTSM_fast,DTSM_slow
ft,GAPI,PE,ohms,g/cc,V/V,ft/s,ft/s,ft/s
10512,66.8552,4.9388,1.707243055,2.6213,0.1094,65.1723,106.8438,106.9696
10512.5,76.1058,4.775,1.515212763,2.5935,0.1206,67.9208,109.5247,109.8245
10513,79.3843,4.6654,1.670109326,2.5862,0.1101,67.6632,110.4575,111.3451
10513.5,76.0818,4.6468,1.930903817,2.5955,0.094,65.8088,109.7853,110.7008
10514,70.165,4.6512,2.247896461,2.6127,0.0823,63.1655,106.9452,107.1227
10514.5,66.4433,4.6535,2.565170594,2.6211,0.0806,62.0668,104.8211,104.9941
10515,66.0513,4.5983,2.651155561,2.623,0.0773,62.2951,103.995,104.2687
10515.5,67.1263,4.5122,2.515441718,2.6196,0.0742,62.3248,102.9145,103.0141
10516,68.9961,4.4966,2.36459114,2.6134,0.0701,62.1202,102.1936,103.0472
10516.5,67.1468,4.5954,2.33500371,2.6212,0.0604,60.8472,100.8502,102.207
10517,56.9564,4.8423,2.49037318,2.643,0.0447,57.9009,98.2944,99.7346
10517.5,35.3109,5.1313,2.637564274,2.6714,0.0279,52.4107,96.2481,97.6071
10518,27.2172,5.3832,2.607199733,2.6802,0.021,52.6844,95.335,96.0861
10518.5,34.1154,5.3693,2.298483005,2.677,0.0216,56.502,98.3378,98.6573
10519,50.2818,5.1369,2.005792899,2.6566,0.0369,61.676,104.4549,104.6398
10519.5,68.3891,4.77,1.753573331,2.6351,0.0665,66.0277,109.1346,109.1672
10520,83.9402,4.5009,1.633558234,2.6072,0.0968,68.7289,115.2513,115.774
10520.5,98.4881,4.3296,1.683516849,2.587,0.1265,72.5415,117.7469,118.7747
10521,108.0193,4.2942,1.739601613,2.5737,0.1467,72.6082,116.4448,117.7505
10521.5,100.2921,4.3547,1.784756758,2.5803,0.1443,69.967,113.5921,114.8301
10522,85.7001,4.4683,1.754044606,2.6055,0.1143,67.0107,111.7446,112.873
10522.5,75.2783,4.597,1.611617217,2.6327,0.0932,63.0194,108.9122,109.8416
10523,68.3878,4.7484,1.639947433,2.649,0.0864,61.9832,106.7486,107.5648
10523.5,61.6694,4.9406,1.841068446,2.6567,0.0803,61.0587,105.1722,106.0379
10524,53.1909,5.1229,1.971177472,2.6652,0.0717,59.5492,104.0843,104.9605
10524.5,50.845,5.259,2.021679568,2.6729,0.0647,58.9944,102.7531,103.4866
10525,48.9195,5.3574,2.078447393,2.6745,0.0595,58.0954,101.6438,102.2489
10525.5,46.093,5.3974,2.134514336,2.678,0.0555,56.769,101.3424,101.8283
10526,42.2237,5.3941,2.183034264,2.6801,0.0524,57.5054,101.9288,102.3043
10526.5,45.0259,5.3397,2.069607425,2.6813,0.0533,57.3422,103.6773,103.9918
10527,49.5925,5.3966,1.973464671,2.6631,0.0625,60.0897,105.508,105.7165
10527.5,61.1119,5.5181,2.04682242,2.6461,0.0753,62.3956,106.2208,106.4967
10528,61.4687,5.6613,2.077697408,2.6369,0.0873,61.5641,105.8381,106.1681
10528.5,56.0358,5.7133,2.268752497,2.649,0.0773,60.5447,103.8189,104.0028
10529,43.8226,5.7389,2.444661587,2.6668,0.0563,56.7261,100.9924,101.1853
10529.5,35.1011,5.8126,2.630630634,2.6813,0.0425,54.015,98.9122,99.0539
10530,29.7152,5.9101,2.880080159,2.6946,0.0304,53.1211,97.7061,97.8652
10530.5,27.5418,6.0011,2.903187367,2.706,0.0254,52.6559,98.5756,99.0468
10531,31.8117,5.9838,2.694019867,2.7091,0.0293,55.0261,101.6625,102.1171
10531.5,48.4867,5.859,2.440065007,2.697,0.0436,59.822,104.7389,104.898
10532,58.0217,5.6356,2.105735619,2.6772,0.0773,61.4778,106.0801,106.1044
10532.5,70.8643,5.3565,2.059167185,2.6629,0.093,63.7819,107.1263,107.9404
10533,72.2952,5.1057,2.205039712,2.656,0.0971,64.0216,106.047,106.7322
10533.5,66.5903,4.9608,2.270498328,2.6498,0.0839,62.4828,105.449,105.747
10534,63.6973,4.9468,2.301515699,2.6451,0.0767,61.5533,104.8129,105.1753
10534.5,64.2373,5.0138,2.334676069,2.6436,0.0718,61.4908,103.9351,104.4006
10535,63.3014,5.0805,2.363639428,2.6467,0.07,61.1205,104.0346,104.1835
10535.5,60.2336,5.1081,2.38651359,2.6536,0.0688,60.4989,104.0606,104.3703
10536,57.3233,5.0983,2.400542824,2.6596,0.0654,59.983,103.5331,104.1245
10536.5,55.8858,5.0607,2.399642403,2.6625,0.0639,59.9056,103.1124,103.9886
10537,54.8761,5.0385,2.351837068,2.6581,0.0642,60.2513,102.9774,104.0469
10537.5,54.401,4.9994,2.319045233,2.6547,0.0686,60.6355,103.1173,104.1931
10538,56.6737,4.9387,2.308458335,2.6515,0.0689,61.0422,103.3192,104.342
10538.5,61.2074,4.8412,2.263341785,2.6488,0.0671,61.9117,103.9407,104.7116
10539,63.3546,4.7561,2.151029514,2.6474,0.059,62.0722,103.9487,104.523
10539.5,61.1226,4.7285,2.225902154,2.654,0.0538,61.043,103.4215,103.8299
10540,57.3206,4.7141,2.323372984,2.6568,0.0482,59.3844,102.3051,102.6029
10540.5,55.3146,4.7289,2.284996189,2.6552,0.0449,58.044,100.4844,100.9235
10541,54.5092,4.6559,2.39039349,2.6495,0.0406,57.7941,98.3053,99.6857
10541.5,55.0219,4.562,2.455930609,2.6474,0.0378,57.6656,97.2722,98.8922
10542,55.148,4.4815,2.344306979,2.6469,0.0376,57.2932,96.5416,97.8029
10542.5,51.0993,4.6248,2.353654114,2.6429,0.0267,56.4861,95.6623,96.5595
10543,42.8717,4.9438,2.551652215,2.6513,0.0198,55.339,95.2594,96.053
10543.5,35.3635,5.3313,2.69763981,2.6634,0.0187,53.8381,95.0354,95.7772
10544,33.7135,5.548,2.704578764,2.6806,0.0292,52.6214,95.008,95.7907
10544.5,39.089,5.6088,2.314680444,2.6837,0.0424,54.5536,95.4171,96.299
10545,50.6067,5.4456,2.059405877,2.6793,0.0621,58.698,97.5989,98.2672
10545.5,57.8168,5.2029,1.763305925,2.6657,0.0817,60.7039,100.7493,100.8955
10546,66.9157,5.0339,1.818560132,2.6528,0.0844,62.4995,102.8129,102.9894
10546.5,65.3242,5.0075,1.953476124,2.651,0.0755,61.532,104.543,104.8916
10547,57.0161,5.1144,2.083521253,2.6535,0.0652,58.7661,104.4029,104.9721
10547.5,53.7756,5.2203,2.085163162,2.6636,0.0604,59.2395,103.0611,103.7735
10548,51.9711,5.356,2.096032199,2.6731,0.0487,57.8998,102.2369,103.1321
10548.5,50.5845,5.4734,2.256201384,2.6919,0.039,56.7258,100.2458,101.2739
10549,47.6633,5.5682,2.440877138,2.7093,0.0318,55.1383,98.8856,100.055
10549.5,44.802,5.5391,2.641037614,2.7144,0.0312,53.8858,97.2747,98.6184
10550,39.3473,5.3544,2.747729061,2.69,0.0311,51.9588,95.1872,96.2012
10550.5,31.2244,4.9695,2.673753978,2.6625,0.0289,50.2814,93.6565,94.1197
10551,25.1943,4.6265,2.446096125,2.6365,0.0321,50.6948,93.2588,93.3497
10551.5,26.9623,4.4602,2.242682278,2.6241,0.0433,53.7453,93.9401,94.2152
10552,36.3517,4.4917,2.149986612,2.6103,0.0691,59.3806,97.7732,98.7212
10552.5,52.0767,4.5265,1.995825935,2.604,0.089,63.6118,101.5388,102.8255
10553,68.6394,4.4409,1.889105469,2.6091,0.096,65.8809,105.5181,106.9195
10553.5,77.6423,4.2496,1.691625744,2.6168,0.1091,66.9721,108.6945,110.3293
10554,83.5488,4.0268,1.471285402,2.6179,0.1208,67.2748,110.2316,112.1004
10554.5,85.9415,3.9051,1.452489178,2.6037,0.1288,67.2283,110.9032,112.7
10555,89.5173,3.9202,1.556079264,2.5901,0.1261,67.8557,111.6836,113.2751
10555.5,94.1101,3.9961,1.588071381,2.5865,0.1222,68.0781,112.7742,114.3275
10556,92.6666,3.9839,1.442780535,2.5934,0.1249,68.9109,114.1243,115.8171
10556.5,95.4146,3.8633,1.178626206,2.5938,0.1259,70.4797,115.1782,116.9908
10557,95.3469,3.7352,1.310030428,2.5858,0.1239,70.9219,115.49,117.2782
10557.5,99.6338,3.68,1.47418595,2.5811,0.1252,71.3678,115.7106,117.406
10558,104.2531,3.7134,1.389578026,2.5808,0.1254,71.8919,115.9747,117.5032
10558.5,107.4787,3.7683,1.133315317,2.5882,0.1272,72.1581,115.7946,117.1072
10559,105.7842,3.797,1.141104709,2.5981,0.1198,71.4096,114.9887,116.1964
10559.5,96.3135,3.805,1.41969972,2.6104,0.1015,69.5868,112.9722,114.1773
10560,85.4792,3.8715,1.696684214,2.6214,0.0844,66.3357,109.6078,110.9033
10560.5,72.5449,4.0721,1.979132774,2.6559,0.0664,64.182,105.4024,106.8218
10561,54.5703,4.4118,2.353385102,2.6886,0.044,61.1343,100.627,102.2375
10561.5,41.0726,4.7095,2.330221342,2.7149,0.0278,57.1672,96.0919,97.0411
10562,34.5111,4.8413,2.041895386,2.7102,0.0174,52.4416,92.6339,93.861
10562.5,35.23,4.7802,1.848225707,2.701,0.019,51.8929,90.3838,91.7645
10563,33.1127,4.6149,1.534611755,2.6854,0.0277,54.0316,89.4642,90.9974
10563.5,32.05,4.4206,1.347695645,2.6511,0.0428,55.8445,90.0646,91.7477
10564,41.5916,4.1424,1.232637352,2.6169,0.0602,59.2781,92.3929,93.1931
10564.5,59.4937,3.8773,1.178494354,2.5876,0.0866,62.3718,96.6843,97.4583
10565,77.4801,3.6819,1.102576732,2.5758,0.125,66.7782,102.6189,103.0709
10565.5,95.0187,3.591,1.074610211,2.5705,0.1562,70.6519,108.8702,110.6573
10566,102.9106,3.5302,1.047892178,2.5684,0.1453,71.2518,115.7028,116.2451
10566.5,106.9732,3.4323,0.860645019,2.5692,0.1426,72.1019,116.5208,117.0645
10567,99.2168,3.365,0.713077641,2.5677,0.1373,71.4245,115.0309,117.2386
10567.5,84.3733,3.3315,0.811725642,2.566,0.1267,70.8425,113.9233,118.1677
10568,66.5184,3.4304,0.940248953,2.5581,0.1113,69.0824,111.8141,119.6488
10568.5,51.8238,3.6267,1.049666045,2.5589,0.0966,67.624,109.6905,119.6775
10569,44.1726,3.8797,1.046735072,2.5932,0.0858,65.1315,107.4138,117.6496
10569.5,42.0414,4.1,0.949109723,2.6451,0.0775,61.9215,104.4834,114.2573
10570,39.9364,4.2059,0.947594224,2.677,0.0747,59.4412,101.291,110.8992
10570.5,39.4278,4.1806,0.908338192,2.6669,0.0753,57.7265,98.9306,108.5757
10571,43.1068,4.0013,0.888349527,2.6313,0.0772,59.3841,98.5058,107.9554
10571.5,49.7039,3.7967,0.882720467,2.5966,0.0837,62.6221,100.3107,109.6593
10572,57.7079,3.6569,0.807106814,2.5661,0.089,64.9026,103.6114,112.8587
10572.5,60.7419,3.6068,0.697043551,2.5498,0.0936,67.2527,107.2841,116.0887
10573,64.5836,3.5981,0.704672044,2.5429,0.1012,68.1475,110.2066,118.8038
10573.5,63.7091,3.5783,0.786402001,2.5478,0.1042,67.9056,111.459,120.1033
10574,61.8407,3.546,0.794685282,2.558,0.1062,67.7608,112.7841,121.1298
10574.5,61.2918,3.5168,0.693848253,2.5686,0.1069,67.2764,113.7111,120.7352
10575,66.5738,3.5208,0.695623762,2.5729,0.111,67.7881,113.9132,118.4705
10575.5,73.134,3.5616,0.862787217,2.5772,0.114,67.8379,112.8718,117.0107
10576,69.585,3.634,1.00302602,2.5813,0.1082,66.5955,110.9591,116.2999
10576.5,59.6001,3.7176,1.056877421,2.584,0.0987,65.1762,109.0133,115.6705
10577,52.2577,3.7999,1.119283279,2.5786,0.0912,63.9067,107.84,114.8662
10577.5,50.6069,3.8689,1.029525813,2.5777,0.0893,64.2055,108.0654,113.9649
10578,57.9953,4.0121,0.80804695,2.5808,0.096,65.4147,109.4219,113.4814
10578.5,65.0393,4.1979,0.872438443,2.5957,0.1053,66.8212,110.3832,113.694
10579,70.5433,4.3108,1.059410801,2.615,0.11,65.9291,110.0897,114.1624
10579.5,63.4961,4.2275,1.179989025,2.6314,0.089,63.8582,108.615,113.6178
10580,52.56,4.0362,1.287217054,2.6325,0.0749,61.7044,106.1974,111.8177
10580.5,44.1001,3.8758,1.362234155,2.617,0.0675,60.6857,102.8157,109.305
10581,45.7104,3.7713,1.166431594,2.5997,0.0708,60.9329,102.8347,108.6085
10581.5,52.7267,3.6738,0.949708681,2.5857,0.0751,62.1216,104.8323,109.2859
10582,61.9531,3.617,0.823866743,2.5738,0.0893,64.4509,108.1663,110.785
10582.5,74.3161,3.6707,0.920185543,2.561,0.1048,67.0582,111.7501,112.8293
10583,85.0806,3.8757,0.993088744,2.5524,0.124,68.5331,114.8372,115.9171
10583.5,95.0068,4.1469,1.088284255,2.5543,0.1305,70.4714,117.856,119.153
10584,106.2792,4.3048,1.198151032,2.562,0.1456,72.0983,119.5378,120.8176
10584.5,115.8722,4.3048,1.348472511,2.5623,0.1576,72.1179,120.3673,122.115
10585,123.8741,4.2367,1.475171826,2.5571,0.1596,73.3792,120.6533,122.0711
10585.5,120.8219,4.2611,1.463896123,2.5558,0.1582,73.5131,119.3615,120.7051
10586,118.2655,4.4408,1.475647076,2.5618,0.1538,71.9438,118.3469,119.313
10586.5,110.0637,4.7366,1.645684339,2.5697,0.1401,70.2491,116.6124,117.4636
10587,104.5608,5.0972,1.914733318,2.5778,0.1185,66.3115,112.3617,113.4842
10587.5,87.1367,5.356,2.241809866,2.5971,0.0811,62.1854,107.5972,108.6674
10588,72.0375,5.5398,2.650060089,2.6261,0.0537,58.5342,103.224,103.2996
10588.5,52.4572,5.7034,2.859624159,2.6518,0.0353,54.7976,99.9107,100.3569
10589,38.2778,5.8759,2.701091727,2.6585,0.0298,53.1466,96.9196,97.0545
10589.5,30.2577,5.8277,2.400981382,2.6487,0.0352,55.178,96.3712,96.6545
10590,34.335,5.5125,2.113284061,2.628,0.0554,59.0311,97.6925,97.7454
10590.5,52.9563,5.1164,1.891143627,2.6115,0.087,63.5579,100.445,100.7109
10591,71.0073,4.9209,1.855374246,2.5955,0.1063,66.9306,104.3046,105.3235
10591.5,83.5132,4.9158,1.880003106,2.5907,0.1152,67.8757,107.6603,109.0835
10592,88.9564,4.9551,1.908842602,2.5891,0.1179,67.8538,110.1409,110.8914
10592.5,90.9597,4.9277,1.940968324,2.5898,0.1161,67.4191,111.6853,112.0127
10593,91.5135,4.817,1.945051817,2.5891,0.1137,67.1017,111.1027,112.1797
10593.5,88.8386,4.66,1.944075034,2.5902,0.1112,66.9179,110.485,111.3401
10594,88.3171,4.5283,2.014725457,2.5962,0.1075,66.6122,110.3179,110.5355
10594.5,85.5855,4.5165,2.091943974,2.6021,0.1021,65.63,109.4135,109.7699
10595,83.5134,4.595,2.094298844,2.6067,0.0979,64.6533,109.093,109.2582
10595.5,80.3537,4.6596,2.078998804,2.6083,0.0948,63.9896,108.0589,108.7636
10596,77.2981,4.6493,2.093341824,2.6086,0.0943,64.0087,107.0231,108.0965
10596.5,76.7068,4.6025,2.111152918,2.6095,0.0966,64.3667,106.6154,107.9622
10597,76.3408,4.567,2.103197337,2.6112,0.0975,64.6219,106.5533,107.9087
10597.5,78.3019,4.536,2.049702843,2.6122,0.0993,64.9266,106.8265,107.9322
10598,78.8761,4.5441,2.044495858,2.6066,0.0988,64.6119,106.9686,108.0741
10598.5,78.4976,4.6054,2.073733743,2.6007,0.096,65.4975,106.7449,107.9626
10599,77.4434,4.7531,2.123174201,2.5967,0.0917,64.0965,105.9808,107.4676
10599.5,73.9412,5.0092,2.299187289,2.5983,0.0866,62.8637,104.081,106.2831
10600,67.1336,5.3364,2.453166004,2.6146,0.0729,61.5035,101.7879,104.4629
10600.5,57.2765,5.7191,2.49353138,2.6381,0.0551,59.37,99.5699,102.1368
10601,48.8628,6.0008,2.488826998,2.6687,0.0385,57.3435,97.6502,99.6596
10601.5,41.3705,6.1024,2.54083469,2.685,0.0291,55.588,96.4368,97.7309
10602,36.8716,6.1288,2.738991235,2.6975,0.0228,52.599,95.6495,95.9331
10602.5,30.8302,6.2025,2.784713839,2.6953,0.0197,52.0054,95.134,95.4067
10603,28.4001,6.2561,2.436513123,2.6856,0.0217,52.8494,95.9419,95.9707
10603.5,33.0527,6.0119,2.095351054,2.6623,0.0291,60.6299,98.0503,98.2998
10604,48.7223,5.4648,1.974384103,2.6329,0.0486,63.7285,101.9945,102.3687
10604.5,66.0043,4.9079,2.027095073,2.6045,0.0758,64.4306,105.1933,106.1378
10605,72.3632,4.5163,1.811433033,2.5955,0.1011,66.4684,109.397,109.9404
10605.5,77.9841,4.2647,1.536489758,2.5925,0.1082,66.8135,112.2078,112.8455
10606,89.8404,4.0786,1.548381187,2.5948,0.1197,70.383,114.3238,114.772
10606.5,104.2954,4.0489,1.580955979,2.5855,0.1395,72.0787,116.0171,116.6682
10607,111.947,4.1944,1.704491381,2.5818,0.1466,70.0358,115.9345,117.1675
10607.5,106.915,4.4551,1.87627299,2.5799,0.1334,67.8488,114.9739,116.0355
10608,101.0064,4.7348,2.095035031,2.5741,0.127,66.4473,113.8159,114.3156
10608.5,89.7137,4.8957,2.323503939,2.5795,0.1158,65.5755,111.9751,112.0884
10609,81.0833,4.9896,2.369511968,2.587,0.0979,65.9175,110.0428,110.6576
10609.5,73.2769,5.0737,2.39154481,2.6098,0.0851,64.2989,107.9842,109.1095
10610,66.7941,5.2946,2.522605401,2.6316,0.0686,61.5209,105.5056,106.6135
10610.5,56.9753,5.5125,2.42039593,2.6424,0.0537,58.2475,103.5277,104.0314
10611,50.9173,5.5364,2.235338275,2.6298,0.05,58.1543,102.5797,102.7341
10611.5,59.487,5.3319,2.121171662,2.6082,0.0655,59.8621,102.5906,103.3453
10612,74.5672,5.0907,2.146405585,2.5974,0.0843,63.3002,104.2378,105.2624
10612.5,83.2875,5.0014,2.11058567,2.6082,0.0934,64.6482,106.5155,107.1615
10613,80.2686,5.1408,2.110219561,2.6239,0.0944,65.6718,107.4889,107.5576
10613.5,73.7469,5.3744,2.290877216,2.6466,0.0782,63.5754,106.0411,106.3755
10614,60.7306,5.5991,2.520952946,2.654,0.0536,59.7893,103.4715,104.1035
10614.5,48.3364,5.5479,2.444891313,2.6476,0.042,55.7995,101.0142,102.1226
10615,43.8427,5.2374,2.181199097,2.6278,0.0506,55.6592,101.1329,102.7577
10615.5,59.2313,4.7449,2.045848509,2.597,0.0773,62.3421,104.1092,106.1831
10616,81.5014,4.3785,1.869631087,2.5772,0.1183,68.1724,108.3434,109.6082
10616.5,95.5674,4.1455,1.601396534,2.569,0.1345,71.6479,113.8006,113.8995
10617,101.157,4.0769,1.60289217,2.575,0.1304,70.4717,114.5391,114.949
10617.5,97.5463,4.1144,1.866111045,2.5757,0.1268,67.2863,112.8797,113.8036
10618,94.8343,4.2724,1.984006838,2.5769,0.116,66.2168,111.1325,112.1447
10618.5,86.0445,4.4417,2.02057879,2.585,0.1036,66.8766,111.2133,111.872
10619,83.543,4.5011,1.879167759,2.596,0.0997,67.9628,112.2411,112.3692
10619.5,84.2066,4.4416,1.777994587,2.5944,0.1073,69.0023,113.7021,114.316
10620,89.5756,4.2884,1.643215033,2.5918,0.1177,70.4466,115.3385,116.1418
10620.5,94.1959,4.0998,1.557787057,2.5921,0.1316,71.5726,116.8648,116.9893
10621,101.5461,3.9725,1.699248298,2.5898,0.1491,72.0853,117.1878,118.0004
10621.5,109.9071,3.9728,1.715095974,2.5819,0.157,72.1349,116.9862,118.4815
10622,116.9655,4.0767,1.61398783,2.5776,0.1565,71.319,116.8086,118.3741
10622.5,118.153,4.236,1.63633401,2.5827,0.1499,70.8821,116.5402,118.1498
10623,116.8255,4.4912,1.818024606,2.5847,0.1463,69.7815,115.3813,116.5644
10623.5,111.5358,4.7851,1.905056681,2.5765,0.1384,67.5358,114.3338,114.9225
10624,101.8798,4.8939,1.801614014,2.5792,0.1261,68.0622,113.4863,113.8414
10624.5,97.3377,4.8428,1.788265051,2.5812,0.1239,67.7143,111.3924,111.6025
10625,91.5278,4.7797,2.074326303,2.5909,0.1236,66.2578,108.8166,109.135
10625.5,84.1062,4.8618,2.221923876,2.6021,0.1078,63.7436,105.1701,105.3872
10626,68.9028,5.0117,2.359510493,2.6325,0.0883,60.3075,101.846,102.8849
10626.5,54.8303,5.1099,2.205447165,2.6613,0.0697,58.3671,100.6887,102.3732
10627,46.057,5.1016,1.902990251,2.6682,0.0646,58.6136,102.1109,104.1068
10627.5,50.4882,4.921,1.853146478,2.6459,0.0773,61.7631,105.8751,107.248
10628,60.42,4.6384,1.897345093,2.6173,0.1052,66.0962,109.1464,110.053
10628.5,79.0849,4.4059,1.945773912,2.5901,0.1249,69.0401,111.5176,112.3569
10629,85.8405,4.1896,1.786481394,2.5864,0.1285,70.4641,113.9805,114.7305
10629.5,93.1161,4.0263,1.570420456,2.5832,0.1334,71.3572,115.6012,116.2008
10630,96.1256,3.9092,1.555342494,2.5815,0.1378,71.6953,116.1204,116.632
10630.5,104.0466,3.971,1.871537151,2.5719,0.1361,71.8674,115.7459,115.9773
10631,104.3984,4.1528,2.056936851,2.5707,0.1251,70.1356,114.3136,114.5275
10631.5,95.5671,4.36,2.062045459,2.5787,0.1137,68.6278,113.1575,113.5212
10632,83.8942,4.4856,2.001051889,2.5907,0.1107,65.5949,112.8838,113.6227
10632.5,77.8345,4.4889,1.746197272,2.597,0.1098,67.1851,114.2437,115.0382
10633,86.7968,4.4229,1.570236374,2.5842,0.116,69.5593,116.3378,116.9535
10633.5,101.6553,4.2935,1.607835213,2.5737,0.1323,72.5119,119.2495,119.2761
10634,115.4562,4.1979,1.646409804,2.5703,0.1451,73.7381,119.3918,119.9638
10634.5,116.0904,4.0879,1.367744934,2.5838,0.1372,71.7454,117.8953,118.7162
10635,108.2893,4.0201,1.222687344,2.5905,0.1244,70.6182,115.2148,116.2523
10635.5,101.1739,4.0054,1.53873983,2.5951,0.1161,68.6524,111.4022,112.4448
10636,96.0713,4.0887,1.794528756,2.603,0.1108,67.4493,109.6259,110.4356
10636.5,90.3838,4.198,2.151693382,2.6186,0.0998,65.4725,106.4264,106.7731
10637,79.8199,4.2825,2.50532027,2.624,0.088,63.3764,104.1907,104.2003
10637.5,70.569,4.3455,2.691199823,2.6173,0.0767,62.523,102.2045,102.2243
10638,64.7446,4.4611,2.71734416,2.6131,0.0644,61.2638,99.9461,100.1793
10638.5,59.1002,4.6528,2.740307254,2.6266,0.0512,58.6977,97.8272,98.2473
10639,51.4238,4.9469,2.862213875,2.6566,0.0345,55.561,95.6009,96.3722
10639.5,39.3293,5.2998,2.769097234,2.6824,0.0191,53.0246,93.5233,94.2714
10640,29.9143,5.7135,2.462446666,2.7012,0.0113,51.7417,92.268,92.8819
10640.5,23.5993,5.8426,2.127968962,2.7065,0.0134,51.9401,92.8221,93.35
10641,26.4001,5.5239,1.851707275,2.6946,0.0247,54.6046,95.1654,95.81
10641.5,39.5933,4.854,1.689824999,2.6569,0.0505,58.0035,98.3705,99.3205
10642,60.3534,4.2716,1.562298576,2.62,0.0766,62.3957,101.7965,103.0058
10642.5,76.2253,4.0025,1.755902132,2.6035,0.0945,64.7242,103.9523,105.2059
10643,80.2903,3.9239,1.825967901,2.6059,0.1,64.5806,105.0829,106.1665
10643.5,76.9931,3.8902,1.871918599,2.6065,0.0951,64.4934,105.6982,106.5536
10644,77.5203,3.9252,1.807461286,2.5985,0.0984,65.3328,105.5208,106.1917
10644.5,79.4414,4.0344,1.658491623,2.61,0.1024,65.0132,105.1886,105.5793
10645,80.8389,4.3054,1.713070746,2.633,0.0966,62.2575,104.2169,104.5636
10645.5,71.1319,4.6281,1.710735012,2.6653,0.0726,57.7719,102.666,102.8367
10646,57.5823,4.8655,1.414686285,2.6783,0.0547,56.6267,102.2198,102.442
10646.5,54.1333,4.8295,1.094703063,2.6814,0.0561,59.1556,102.5494,103.3846
10647,67.1378,4.5032,1.100127824,2.6658,0.0757,61.9217,104.0297,105.3811
10647.5,79.9285,4.1144,1.140905388,2.6491,0.0952,64.4175,106.7106,108.1052
10648,85.3003,3.8495,1.162679088,2.624,0.0992,64.9584,108.2004,109.7003
10648.5,82.217,3.8115,1.323947858,2.6002,0.1066,66.4801,110.8009,111.6757
10649,88.5533,3.9039,1.389380874,2.5822,0.119,68.5675,112.507,113.1036
10649.5,92.0301,4.0042,1.337388371,2.5816,0.1205,68.8521,112.6193,113.4143
10650,93.8848,4.0623,1.351045689,2.5901,0.1127,68.3113,113.265,113.7582
10650.5,89.8378,4.0886,1.618347291,2.6002,0.1089,68.3005,112.526,113.0285
10651,85.7288,4.1933,1.821044394,2.5978,0.1106,67.0259,111.3625,111.7471
10651.5,80.7143,4.285,1.526730354,2.6037,0.1063,67.565,111.9573,112.106
10652,79.7233,4.3817,1.350089006,2.6012,0.1072,68.2144,111.7549,111.9555
10652.5,85.0233,4.3926,1.273647253,2.6107,0.1135,67.5357,111.5959,111.7369
10653,88.6263,4.4485,1.261784185,2.6215,0.1103,67.0353,110.0367,110.1881
10653.5,86.867,4.5444,1.608263773,2.6387,0.0982,64.3851,105.9595,106.0944
10654,75.9367,4.7067,1.899924086,2.6494,0.0775,61.9538,103.3363,103.3809
10654.5,66.3741,4.8715,2.301148108,2.6562,0.0629,59.9445,100.8236,100.8711
10655,55.923,5.0744,2.644550743,2.6577,0.0538,57.9462,99.7808,99.9106
10655.5,48.0693,5.2456,2.63564929,2.6647,0.0474,56.2915,99.316,99.3837
10656,42.6149,5.4443,2.381447942,2.6678,0.0403,55.2821,97.943,98.164
10656.5,40.0669,5.5802,2.344255479,2.6799,0.0344,54.0464,96.9182,97.3882
10657,37.3962,5.5958,2.110768441,2.6901,0.0317,53.9412,97.5831,98.3695
10657.5,40.1706,5.3864,1.873696827,2.6912,0.0469,56.0353,99.7439,100.9035
10658,50.8248,4.9622,1.849553122,2.6669,0.0741,61.265,103.3114,104.7092
10658.5,66.4339,4.6443,1.948190137,2.6275,0.1158,67.096,107.6532,108.9399
10659,81.3836,4.5571,1.875284491,2.6048,0.1212,68.212,111.0326,111.9836
10659.5,83.3811,4.682,1.624381116,2.6105,0.1075,67.7957,112.9966,113.4235
10660,84.1719,4.7625,1.599379085,2.6216,0.0993,67.3506,112.1465,112.1814
10660.5,84.2576,4.8063,1.930024727,2.6228,0.0945,66.6189,110.5392,110.7568
10661,82.4088,4.8412,2.139051565,2.6244,0.0814,65.0246,106.9139,107.248
10661.5,76.1672,4.9662,2.367572828,2.6332,0.0712,62.9633,105.224,105.4652
10662,65.821,5.0833,2.449975971,2.6413,0.0719,60.6711,104.694,104.8047
10662.5,60.3262,5.1243,2.341363093,2.6401,0.0719,60.5618,104.3625,104.4334
10663,57.784,5.0915,2.143829198,2.6266,0.0679,61.6637,104.2858,104.3666
